state,neigh,AFFGEOID,AFFGEOID.a,AFFGEOID.b,n_obs,sum_pernum,mean_pernum,p_move,mean_inc,sd_inc,q1_inc,q2_inc,q3_inc,mean_inc_nwage,mean_i_white,mean_i_black,mean_i_native,mean_i_asian,mean_i_hispanic,p_ownership,mean_rent,sd_rent,q1_rent,q2_rent,q3_rent,mean_valueh,sd_valueh,q1_valueh,q2_valueh,q3_valueh
SC,muni,0500000US45055,,,4017,11595,2.88648244958925,0.642050151556903,278.92290538388,563.569177443103,0,0,375,0.133652222847496,0.558874782175753,0.441125217824247,0,0,1,0.351351351351351,19.5434272300469,89.8271882524739,5,7,15,104318.560541311,993512.475114852,1000,3000,5000
SC,muni,0500000US45057,,,5102,15028,2.94551156409251,0.682060390763766,365.687785234899,592.02406907188,0,90,572,0.249151214416297,0.640337122696982,0.359662877303018,0,0,1,0.333994446648155,42.0273684210526,379.322738079052,6,10,16,69216.0944180523,805501.530304549,1200,3000,5000
SC,muni,0500000US45063,,,4677,13493,2.88496899722044,0.564689397477814,276.873654390935,510.64222772963,0,0,432,0.185237556561086,0.77806286080821,0.22193713919179,0,0,1,0.331688478867196,16.9382188629642,130.18579297307,4,6,10,170767.151358344,1285955.77612284,1200,2000,3500
SC,muni,0500000US45079,,,40901,121169,2.96249480452801,0.723066702099389,487.048698440644,845.945880937925,0,38.5,676,0.152258871345943,0.66868780714408,0.33131219285592,0,0,1,0.340262443209219,34.5799782372144,260.050824950531,8,13,26,89380.7344472624,913800.411656575,2500,4000,6500
SC,muni,0500000US45069,,,6735,20062,2.97876763177431,0.705703164664072,277.93586269196,504.004800915685,0,0,364,0.186888888888889,0.704825538233111,0.293986636971047,0.00118782479584261,0,1,0.287320143884892,33.0625133804325,398.959254665851,4,7,12,70981.5268648931,820655.610690259,900,2500,5000
SC,muni,0500000US45071,,,10581,31180,2.94679141858047,0.504858383295431,340.94367816092,519.092467610553,0,41.5,600,0.165325156509518,0.711558453832341,0.288441546167659,0,0,1,0.249238095238095,18.7712276214834,183.516891971437,3,6,10,18117.0382116928,390630.43965011,750,2000,4000
SC,muni,0500000US45073,,,4948,14363,2.90278900565885,0.760931663370688,270.779288702929,494.16456546991,0,0,438.5,0.194879832810867,0.831851253031528,0.168148746968472,0,0,1,0.288111605337647,6.9233409610984,5.56664538843323,4,5,8,16307.2814035088,374423.06265554,900,2000,3000
SC,muni,0500000US45075,,,7415,20864,2.81375590020229,0.59582345971564,253.243279060962,520.974587124135,0,0,290,0.229218185276774,0.598516520566419,0.401483479433581,0,0,1,0.383096686950642,14.0362222222222,94.7426188970392,3,5,10,207143.614189905,1416019.58123046,600,2000,3500
SC,muni,0500000US45077,,,7171,21887,3.05215451122577,0.606311274509804,305.00851822504,478.817163116788,0,0,560,0.154073781811008,0.815646353367731,0.184353646632269,0,0,1,0.268090487564985,21.2904220466371,179.494659942718,3,4,8,112732.333857442,1043314.01863856,1000,2000,3500
SC,muni,0500000US45085,,,11102,36324,3.27184291118717,0.704703918295198,391.778874269006,656.482007005314,0,0,576.25,0.205486102682364,0.642136551972618,0.357863448027382,0,0,1,0.295056117243298,33.0672936812823,295.477037839955,6,10,20,293649.087708268,1675367.28153436,2500,4000,6000
SC,muni,0500000US45087,,,7486,22821,3.04849051562917,0.676968359087564,342.529190579854,492.839076467991,0,130,572,0.122128851540616,0.706652417846647,0.293347582153353,0,0,1,0.279705291359679,17.2060037523452,207.696755311652,4,5,10,108027.771072797,1021022.16792924,700,1700,3500
SC,muni,0500000US45091,,,16874,50229,2.97670973094702,0.65646392838336,434.996424711067,636.049360266179,0,156,676,0.15852442671984,0.789972739125282,0.209612421476828,0.000414839397890245,0,1,0.346673877771769,22.5441203963358,168.991219086031,6,9,15,70857.4898595944,819233.908797161,1050,2500,4200
SD,muni,1600000US4631060,,,8974,24276,2.70514820592824,0.662824207492795,464.72897597254,760.145548535099,0,0,720,0.182762053761912,0.997102741252507,0.00256295966124359,0.000334299086249164,0,1,0.405505617977528,28.5977803291236,174.949850112546,10,18,25,177370.254087005,1309451.10398423,1500,2500,4000
SD,muni,0600000US4600515060,,,4,10,2.5,1,650,919.238815542512,325,650,975,0,1,0,0,0,1,1,,,,,,375,0,375,375,375
SD,muni,1600000US4607420,,,4,10,2.5,1,600,848.528137423857,300,600,900,0,1,0,0,0,1,1,,,,,,1500,0,1500,1500,1500
SD,muni,0600000US4601102820,,,36,111,3.08333333333333,0.794117647058824,147.52,298.8464098273,0,0,20,0.24,1,0,0,0,1,0.388888888888889,10.3157894736842,3.19813542168536,10,10,12,428.571428571429,154.065777303929,300,300,600
SD,muni,1600000US4607580,,,4577,12207,2.66703080620494,0.670508644450013,407.522818254604,722.084139662047,0,0,600,0.252723890512889,0.999563032554075,0.000436967445925279,0,0,1,0.45959595959596,22.6921470342523,10.6083668727841,14,25,30,175463.437649307,1300021.9372905,2000,3500,5000
SD,muni,1600000US4658900,,,60,160,2.66666666666667,0.421052631578947,150.208333333333,328.480444596432,0,0,150,0.4375,1,0,0,0,1,0.216666666666667,8.51063829787234,2.59491426033721,7.5,10,10,2076.92307692308,909.353109041299,1000,2500,3000
SD,muni,0600000US4601167740,,,110,327,2.97272727272727,0.938144329896907,180.418918918919,229.187965375121,0,50,357.75,0.189189189189189,1,0,0,0,1,0.247706422018349,8.69512195121951,8.38088510660595,5,5,10,376.185185185185,825.104190951619,5,8,400
SD,muni,1600000US4600100,,,13744,38875,2.82850698486612,0.682343563172579,480.578345802161,766.336169641962,0,0,823.5,0.231055131117076,0.999636204889406,0.000145518044237485,0,0.000218277066356228,1,0.44149480766418,48.2527109230362,322.075620734359,14,20,28,37937.67401027,588631.53532394,1800,2600,4000
SD,muni,0600000US4601300140,,,1,1,1,0,0,,0,0,0,,1,0,0,0,1,,,,,,,,,,,
SD,muni,0600000US4601322900,,,426,1232,2.89201877934272,0.604477611940299,224.520123839009,523.129862323537,0,0,220,0.353846153846154,1,0,0,0,1,0.404819277108434,9.67073170731707,3.83236979399553,7,8,13,298852.261904762,1704161.34470934,575,1000,1800
SD,muni,1600000US4626340,,,11,13,1.18181818181818,1,401.363636363636,688.084627459046,0,0,467.5,0.727272727272727,1,0,0,0,1,,,,,,,,,,,
SD,muni,0600000US4601328020,,,557,1478,2.65350089766607,0.615678776290631,262.256097560976,512.055167102025,0,0,363.75,0.29683698296837,1,0,0,0,1,0.409420289855072,26.7165109034268,196.484678175649,7,10,15,842353.39380531,2780599.70420879,600,1200,2500
SD,muni,0600000US4613564460,,,360,903,2.50833333333333,0.535714285714286,156.135313531353,370.610528383673,0,0,46,0.342019543973941,1,0,0,0,1,0.370473537604457,8.22171945701357,3.6817336248803,6,8,10,77465.9248120301,866912.44163194,1200,2000,3000
SD,muni,1600000US4666700,,,3008,7877,2.6186835106383,0.690553745928339,355.673869547819,651.309689111391,0,0,461.5,0.333201267828843,0.999667553191489,0,0,0.000332446808510638,1,0.400944988187648,27.0948821161587,143.160168745025,12,20,28,36963.4191919192,579337.565619985,2000,3000,4500
SD,muni,0600000US4602766740,,,7,12,1.71428571428571,1,1285.71428571429,1296.699105972,0,1400,2350,0.428571428571429,1,0,0,0,1,0.285714285714286,32,2.73861278752583,30,30,35,4500,0,4500,4500,4500
SD,muni,0600000US4602761340,,,441,1102,2.49886621315193,0.619617224880383,197.838150289017,448.612298113413,0,0,191.25,0.345821325648415,1,0,0,0,1,0.36734693877551,10.1474820143885,4.06666169224463,8,10,12,62955.1111111111,785577.470271369,600,1400,1800
SD,muni,0600000US4602924180,,,267,676,2.53183520599251,0.577586206896552,185.828571428571,365.98230954941,0,0,200,0.302083333333333,1,0,0,0,1,0.434456928838951,7.0625,3.35586064956528,4,6.5,10,345739.672413793,1832398.79439361,500,1000,1200
SD,muni,1600000US4669300,,,9670,27658,2.86018614270941,0.695327746527379,380.557619816909,682.347597059175,0,0,576,0.211356045424182,0.999689762150982,0.00031023784901758,0,0,1,0.406184486373166,55.6693811074919,256.956770123084,12,18,25,273273.681032258,1623480.08238626,1000,2000,3500
SD,muni,0600000US4602934860,,,4,10,2.5,1,268,536,0,0,268,0.25,1,0,0,0,1,1,,,,,,4000,0,4000,4000,4000
SD,muni,0600000US4602919020,,,2,3,1.5,0,750,1060.66017177982,375,750,1125,0,1,0,0,0,1,0,19,0,19,19,19,,,,,
SD,muni,0500000US46033,,,391,1049,2.68286445012788,0.681948424068768,210.805054151625,391.088176577126,0,0,300,0.3,1,0,0,0,1,0.396419437340153,18.4888888888889,97.1951328473106,5,7,8,65385.0193548387,803149.417515597,300,750,1200
SD,muni,0600000US4603555740,,,324,959,2.95987654320988,0.646258503401361,220.758474576271,431.468749555248,0,0,288,0.275423728813559,1,0,0,0,1,0.333333333333333,10.0098039215686,3.45126548658616,8,10,12,1302.22222222222,774.226576188947,600,1500,1800
SD,muni,1600000US4643100,,,10093,28489,2.82264936094323,0.76961914169685,538.676682259806,739.734022936099,0,200,900,0.251554207733131,0.996829485782225,0.00158525710888735,0.00158525710888735,0,1,0.339790897908979,32.7161125319693,220.258246008156,12,20,27,406971.714027149,1969209.7498605,1500,2500,4000
SD,muni,0600000US4603544140,,,400,975,2.4375,0.5,218.409937888199,486.691129057663,0,0,274.25,0.319875776397516,1,0,0,0,1,0.4025,9.58189655172414,7.77621079936614,6,8,10,1151.92546583851,712.402199891282,500,1000,1600
SD,muni,0600000US4601146340,,,44,119,2.70454545454545,0.315789473684211,178.6,370.520952809134,0,0,101,0.342857142857143,1,0,0,0,1,0.441860465116279,8.04166666666667,2.33087344454665,5,9,10,1220.26315789474,363.033032183217,1000,1000,1247.5
SD,muni,0600000US4601102100,,,315,898,2.85079365079365,0.91,368.011976047904,532.153241223679,0,175,518,0.179775280898876,1,0,0,0,1,0.517460317460318,7.68,3.0550211721715,5,8,10,307592.012269939,1729515.22747976,400,1000,1200
SD,muni,0600000US4604506580,,,4,4,1,1,988,265.872149726142,894,988,1082,0,1,0,0,0,1,,,,,,,,,,,
SD,muni,0600000US4604557540,,,5,15,3,1,124,277.272429209974,0,0,0,0.2,1,0,0,0,1,0,10,0,10,10,10,,,,,
SD,muni,0600000US4604522500,,,945,2736,2.8952380952381,0.538372093023256,255.519781718963,495.9166334443,0,0,350,0.192360163710778,1,0,0,0,1,0.438095238095238,12.5423076923077,6.0155657483863,8,12,16,267769.246376812,1609835.49311331,1000,1500,3500
SD,muni,0600000US4604507980,,,551,1583,2.87295825771325,0.4875,197.159151193634,425.026489947067,0,0,258,0.300531914893617,1,0,0,0,1,0.671506352087114,60.646408839779,245.709080126226,6,7,10,568300.767567568,2316725.03689359,200,500,1200
SD,muni,0600000US4606169540,,,673,1781,2.64635958395245,0.552727272727273,341.732484076433,471.641195215686,0,100,600,0.405063291139241,1,0,0,0,1,0.549777117384844,35.4912280701754,171.128145996969,8,10,12,379848.82972973,1910331.43360208,500,1000,2000
SD,muni,1600000US4649600,,,4198,12041,2.86827060505002,0.746775288526816,550.156831302117,859.294071707303,0,0,960,0.157271877919651,0.984278227727489,0.00238208670795617,0.0133396855645546,0,1,0.403032526290047,42.3375545851528,270.456496503206,15,25,35,379453.349514563,1902725.74273774,1500,3000,5000
SD,muni,0500000US46119,,,352,942,2.67613636363636,1,284.136752136752,477.804670453317,0,0,353.5,0.248945147679325,1,0,0,0,1,0.388235294117647,11.675,5.24566104499662,8,11,15,456185.515151515,2090565.07489603,1000,1200,2500
SD,muni,0500000US46081,,,1148,5083,4.42770034843206,0.830739299610895,501.459951456311,795.140606469307,0,32,840.75,0.220673635307782,0.999128919860627,0.000871080139372822,0,0,1,0.473053892215569,36.0940695296524,117.005286352496,12,20,30,1287969.19409283,3351720.77371549,200,1000,2500
SD,muni,1600000US4615700,,,2822,7259,2.57228915662651,0.759339362957137,489.105335786569,785.315304458944,0,0,800,0.257457549334557,0.998936924167257,0.00106307583274274,0,0,1,0.380286738351255,29.7106205250597,82.6832425439694,15,23,30,162525.381715363,1255923.35027906,1000,2000,3000
SD,muni,1600000US4636220,,,7335,19517,2.66080436264485,0.60147261849977,735.021355617456,1016.07187605385,0,0,1600,0.157672540381791,0.99931833674165,0.000136332651670075,0.0005453306066803,0,1,0.527008310249308,36.3554017454108,182.290646970902,16,20,25,251854.296452037,1560106.2881684,1200,2000,3000
SD,muni,1600000US4660020,,,564,1605,2.84574468085106,0.760377358490566,254.478540772532,649.595980782046,0,0,268.75,0.3068669527897,1,0,0,0,1,0.402482269503546,45.021021021021,155.287634912718,12,15,21,178483.577092511,1318304.02909305,1000,1700,3000
SD,muni,1600000US4604980,,,957,2624,2.74190177638454,0.675771971496437,231.609550561798,505.752247033887,0,0,240,0.43361581920904,1,0,0,0,1,0.336468129571578,13.8162939297125,6.05070228015452,10,12,16,33813.4596273292,557127.63413573,1250,2500,4000
SD,muni,1600000US4609500,,,2406,6607,2.74605153782211,0.680327868852459,668.03178807947,626.319192651533,265,504,900,0.741097922848665,0.999584372402328,0.000415627597672485,0,0,1,0.50561797752809,55.7639138240575,266.791590644414,10,12,15,709601.53744856,2565165.29851441,1000,1800,3000
SD,muni,1600000US4627260,,,235,633,2.6936170212766,0.698564593301435,325.927152317881,499.954185892238,0,0,594,0.304635761589404,1,0,0,0,1,0.480851063829787,9.09401709401709,2.94484618760824,8,10,10,266686.265486726,1614563.73603241,700,1000,2000
SD,muni,0600000US4608318140,,,459,1246,2.71459694989107,0.477647058823529,195.318713450292,403.378264441157,0,0,207.5,0.302325581395349,1,0,0,0,1,0.494553376906318,10.070796460177,4.34964481647623,5,10,15,45597.6563876652,663621.625141255,700,1000,2000
SD,muni,1600000US4636380,,,3,6,2,1,120,169.705627484771,60,120,180,0,1,0,0,0,1,0,8,0,8,8,8,,,,,
SD,muni,0600000US4608765340,,,8,19,2.375,0.4,264,304.840942132122,0,264,528,0,1,0,0,0,1,0,7.625,1.06066017177982,8,8,8,,,,,
