cbdname,region_all,WRLURI_metro2,Tot_FrcDev50_01,Tot_FrcUnavail50_01,numtracts,region_gamma101a_units_IV,region_gamma201a_units_IV,region_gamma101a_space_IV,region_gamma201a_space_IV
Minneapolis,5120,0.3974171578884125,0.10648423433303833,0.1352713704109192,730,0.38490140438079834,0.4164332151412964,0.45766010880470276,0.4868244230747223
"Missoula,MT",5140,0,0.006623509339988232,0.7106868624687195,19,0.5222266912460327,0.5460628271102905,0.5841395854949951,0.5996258854866028
Mobile,5160,-0.9859522581100464,0.019849086180329323,0.2152528166770935,137,0.6515828967094421,0.6626353859901428,0.7122611403465271,0.7230108380317688
Modesto,5170,0.26512637734413147,0.040641121566295624,0.21929118037223816,90,0.5291360020637512,0.5642331838607788,0.6260114312171936,0.654129683971405
Monroe,5200,-0.8733292818069458,0.017030643299221992,0.18395623564720154,41,0.5988155007362366,0.621860682964325,0.6908660531044006,0.7118593454360962
Montgomery,5240,-0.9917550086975098,0.01725928671658039,0.19597110152244568,78,0.5395124554634094,0.5633845925331116,0.5893813371658325,0.6113210320472717
Muncie,5280,0,0.022708212956786156,0.007575890049338341,31,0.5337529182434082,0.5504493117332458,0.6130423545837402,0.6289935111999512
Muskegon,5320,-0.5222110748291016,0.025501910597085953,0.08747855573892593,44,0.5863726735115051,0.6057769060134888,0.6765277981758118,0.6919652223587036
"Naples,FL",5345,0.2593272924423218,0.024426674470305443,0.11760050058364868,52,0.5914819240570068,0.6050574779510498,0.6935300230979919,0.7041163444519043
Nashua,5350,1.714856743812561,0.10011263936758041,0.2580471634864807,37,0.2930445075035095,0.34053537249565125,0.35925352573394775,0.39818075299263
New Bedford,5400,1.8919966220855713,0.07141602784395218,0.1231808215379715,127,0.09026587009429932,0.22883974015712738,0.2198006510734558,0.3289321959018707
New Britain,9006,0.19095423817634583,0.08135546743869781,0.3007739782333374,274,0.10862450301647186,0.18439732491970062,0.2171579748392105,0.2697739005088806
New Brunswick,34004,1.1576563119888306,0.15164814889431,0.19764453172683716,441,0.4172946512699127,0.4659624397754669,0.4850562512874603,0.5245677828788757
New Haven,5480,0.0012803503777831793,0.08001828193664551,0.18624010682106018,126,0.16315169632434845,0.2234792560338974,0.25714564323425293,0.29816365242004395
New Haven,9007,0.27445414662361145,0.08001828193664551,0.18624010682106018,177,0.18050742149353027,0.25464150309562683,0.2764017581939697,0.3261697292327881
New Orleans,5560,-1.1765031814575195,0.04141717776656151,0.40809813141822815,377,0.46646934747695923,0.4898282587528229,0.5763768553733826,0.5948400497436523
New York,5600,0.8171387314796448,0.21791481971740723,0.14971567690372467,5232,0.04252328351140022,0.14265945553779602,0.1563185751438141,0.23735830187797546
Newark,34005,0.27618369460105896,0.20676468312740326,0.20229889452457428,2085,-0.4054829776287079,-0.27034029364585876,-0.20805083215236664,-0.11592328548431396
Norfolk,5720,0.12737056612968445,0.044682927429676056,0.23923702538013458,364,0.6130303740501404,0.6316224932670593,0.7069394588470459,0.7216562628746033
Norwalk,9008,0.06139610335230827,0.13507403433322906,0.21516765654087067,159,-0.1542310118675232,0.034775510430336,0.01795698143541813,0.13945342600345612
Norwich,9009,0.5835888385772705,0.036274272948503494,0.1932276487350464,100,0.42628034949302673,0.4747896194458008,0.4892209768295288,0.524279773235321
Ocala,5790,0,0.026964057236909866,0.17913992702960968,46,0.7423359155654907,0.7542633414268494,0.814064085483551,0.8237047791481018
Odessa,5040,0,0.011532027274370193,0.00453906087204814,56,0.5320267677307129,0.5847955346107483,0.6605401635169983,0.6963422894477844
Oklahoma City,5880,-0.4920644760131836,0.04563136771321297,0.020124759525060654,327,0.43564876914024353,0.46603038907051086,0.509829580783844,0.5350223779678345
Olympia,5910,0.5400940775871277,0.04886869713664055,0.3130941092967987,35,0.5338647365570068,0.5551027059555054,0.588300883769989,0.6063265800476074
Omaha,5920,-0.5122858881950378,0.04069904610514641,0.15440747141838074,211,0.24572575092315674,0.2855982482433319,0.3091752827167511,0.342929482460022
"OrangeCounty,NY",5950,0.15447717905044556,0.06259965896606445,0.45420607924461365,70,0.40178796648979187,0.4670712649822235,0.47602057456970215,0.5199921131134033
Orlando,5960,0.2971876263618469,0.0651092603802681,0.40993061661720276,296,0.5973466634750366,0.6086546182632446,0.6884676218032837,0.6988934874534607
Owensboro,5990,0,0.017878249287605286,0.18352974951267242,23,0.5933710932731628,0.6097266674041748,0.6659237742424011,0.6808009743690491
Panama City,6015,0,0.012577041983604431,0.22857806086540222,29,0.608863353729248,0.6273767352104187,0.7146393060684204,0.7272989153862
Parkersburg,6020,-0.6504716873168945,0.015191338956356049,0.6668480038642883,43,0.4673076272010803,0.49498170614242554,0.5112143158912659,0.5331175923347473
Paterson,34006,0.7107660174369812,0.18696218729019165,0.3132689297199249,1733,-0.016476264223456383,0.12424936890602112,0.09732836484909058,0.20388856530189514
Pensacola,6080,-0.8569117784500122,0.02106468565762043,0.11185991019010544,77,0.5787815451622009,0.5910106301307678,0.6319922804832458,0.6441443562507629
Peoria,6120,-0.38559895753860474,0.030656810849905014,0.06463367491960526,87,0.44473835825920105,0.4946455657482147,0.5063841342926025,0.5498964786529541
Philadelphia,6160,1.1682456731796265,0.13637924194335938,0.17550726234912872,1380,0.24147459864616394,0.30746981501579285,0.3389829397201538,0.3901292085647583
Phoenix,6200,0.6180145144462585,0.11000370234251022,0.09085991978645325,696,0.46775704622268677,0.492623507976532,0.5639641284942627,0.5835824012756348
Pine Bluff,6240,-1.7647055387496948,0.014900658279657364,0.2058573067188263,26,0.620166540145874,0.638161838054657,0.7164161205291748,0.7316486239433289
Pittsburgh,6280,0.10659925639629364,0.08312495052814484,0.6027708053588867,752,0.3011679947376251,0.37450098991394043,0.36496293544769287,0.4207662045955658
Pittsfield,6320,0.4205681085586548,0.021384166553616524,0.5665971636772156,41,0.4301014840602875,0.4949365258216858,0.4932411313056946,0.5391079783439636
"Pocatello,ID",6340,-0.5609773993492126,0.0078964214771986,0.44328105449676514,22,0.5336471199989319,0.5603620409965515,0.5857236981391907,0.6057991981506348
Portland,6400,1.214208960533142,0.022339865565299988,0.13217997550964355,74,0.4282146990299225,0.4994790256023407,0.49149635434150696,0.5487925410270691
Portland,6440,0.2508828639984131,0.08474799245595932,0.4540649354457855,516,0.29464414715766907,0.35057365894317627,0.36528095602989197,0.4111863076686859
Poughkeepsie,6460,0.3554389476776123,0.03216591477394104,0.4571637511253357,66,0.4496209919452667,0.4813031852245331,0.5039258003234863,0.5289583206176758
Providence,6480,1.4990476369857788,0.1005440503358841,0.1991541087627411,722,0.11597609519958496,0.22893637418746948,0.22322802245616913,0.30617421865463257
Provo,6520,0.21691468358039856,0.031380705535411835,0.6282188892364502,85,0.3724384009838104,0.41879522800445557,0.44294485449790955,0.4804740250110626
Pueblo,6560,0,0.01232852227985859,0.1390097290277481,51,0.3395121991634369,0.3726770579814911,0.4051477909088135,0.4338107705116272
Raleigh,6640,0.5685340166091919,0.03956053406000137,0.10549471527338028,219,0.5370886921882629,0.5578563809394836,0.5787352919578552,0.5948256254196167
"RapidCity,SD",6660,-0.7351066470146179,0.004473136737942696,0.3139057159423828,20,0.47780507802963257,0.5200074911117554,0.5137166380882263,0.5486685037612915
Reading,6680,0.5150377154350281,0.05901597812771797,0.2847042679786682,82,0.26795515418052673,0.370724618434906,0.34181004762649536,0.4216366708278656
Redding,6690,0.02567869983613491,0.009251795709133148,0.558688223361969,33,0.6546429395675659,0.6767674684524536,0.68284672498703,0.7010561227798462
Reno,6720,-0.348293662071228,0.011387687176465988,0.47350093722343445,68,0.35358351469039917,0.40016958117485046,0.42068344354629517,0.4565252363681793
Richland,6740,0.7886852025985718,0.018461553379893303,0.12688001990318298,48,0.4428544044494629,0.4903276562690735,0.5317333936691284,0.5617876648902893
Richmond,6760,-0.3816751539707184,0.0315321609377861,0.15170398354530334,248,0.5221099853515625,0.5469445586204529,0.5723263025283813,0.5920024514198303
Roanoke,6800,-0.5388322472572327,0.023435993120074272,0.6492061018943787,58,0.3984987437725067,0.4284071922302246,0.4442391097545624,0.469046950340271
Rochester,6820,0,0.01525941863656044,0.11987651884555817,34,0.44457560777664185,0.46370160579681396,0.5035329461097717,0.5178136229515076
Rochester,6840,-0.00426674447953701,0.027863916009664536,0.1209249272942543,244,0.548163652420044,0.5825083255767822,0.6112008690834045,0.6387013792991638
Rockford,6880,-0.43720564246177673,0.037793032824993134,0.02079058066010475,118,0.39026740193367004,0.4392475187778473,0.4740281403064728,0.5133435130119324
"Rome,GA",6900,0,0.020148135721683502,0.3165290951728821,20,0.5124959349632263,0.5262980461120605,0.5686261653900146,0.5790947675704956
Sacramento,6920,0.41219890117645264,0.05809373781085014,0.14046892523765564,434,0.4752280116081238,0.504389226436615,0.5630061626434326,0.5864274501800537
Saginaw,6960,-0.12466725707054138,0.03992565721273422,0.08989879488945007,83,0.6440190672874451,0.6909505128860474,0.7466496229171753,0.7826888561248779
Salinas,7120,0.37185442447662354,0.02773202396929264,0.3000272214412689,145,0.2865169942378998,0.37128692865371704,0.37017711997032166,0.43607279658317566
Salt Lake Ciel,7160,-0.0020258277654647827,0.05620437115430832,0.3931407034397125,284,0.14890655875205994,0.19714996218681335,0.24712583422660828,0.28521108627319336
San Angelo,7200,0,0.009668823331594467,0.020699787884950638,23,0.5465695858001709,0.5801356434822083,0.6201503872871399,0.6493858098983765
San Antonio,7240,-0.34943529963493347,0.058568887412548065,0.07704777270555496,308,0.3650168180465698,0.3934175670146942,0.42901375889778137,0.45432519912719727
San Diego,7320,0.38558587431907654,0.07916200160980225,0.23364567756652832,605,0.01908181607723236,0.07387189567089081,0.11489342153072357,0.1566518247127533
San Francisco,7360,0.7618419528007507,0.10769110918045044,0.3276757001876831,1408,0.07054107636213303,0.1394771933555603,0.1871766299009323,0.243488147854805
Santa Barbara,7480,0.8687829375267029,0.01124967634677887,0.47804635763168335,86,0.2781473398208618,0.34054553508758545,0.3879612386226654,0.42480987310409546
"SantaFe,NM",7490,-0.10346437990665436,0.004372945986688137,0.47197556495666504,40,0.6206464767456055,0.6370431780815125,0.6472671031951904,0.6594388484954834
Sarasota,7510,1.0065699815750122,0.0377282053232193,0.16713695228099823,143,0.43124136328697205,0.45558056235313416,0.5592067241668701,0.5763881802558899
Savannah,7520,-0.5713058114051819,0.01668880507349968,0.3861490488052368,78,0.7716724276542664,0.7848281264305115,0.8552911281585693,0.866269052028656
Scranton,7560,0.5294834971427917,0.024622023105621338,0.4604651927947998,61,0.25260600447654724,0.3115614354610443,0.3188934028148651,0.3668302893638611
Seattle,7600,1.0439239740371704,0.10936478525400162,0.22297978401184082,716,0.17668966948986053,0.23106954991817474,0.2580861449241638,0.30080103874206543
"Sharon, PA",7610,-0.2186635434627533,0.04032522812485695,0.10738102346658707,34,0.42757734656333923,0.4631890654563904,0.4874013066291809,0.5137549638748169
Sheboygan,7620,0,0.014562427066266537,0.06963422894477844,24,0.47226420044898987,0.509881854057312,0.5458855628967285,0.5794796943664551
Sherman,7640,-1.009771466255188,0.015919018536806107,0.06926926225423813,26,0.5217925310134888,0.5374559760093689,0.5828306078910828,0.5938823819160461
Shreveport,7680,0,0.028084054589271545,0.1794901192188263,83,0.5478371381759644,0.581960916519165,0.6233694553375244,0.6548216938972473
Sioux City,7720,-1.117300271987915,0.013817491941154003,0.17347568273544312,34,0.5341162085533142,0.5785202383995056,0.5787772536277771,0.6189656853675842
Sioux Falls,7760,-0.9833638668060303,0.013926810584962368,0.027075279504060745,33,0.5062487125396729,0.5434806942939758,0.5582846403121948,0.5928031802177429
"Spartanburg,SC",3161,-0.9418395161628723,0.03898604214191437,0.16916431486606598,51,0.5278105735778809,0.5386112928390503,0.5693538188934326,0.5766805410385132
Spokane,7840,0.5892711281776428,0.029054569080471992,0.27318868041038513,116,0.4038245975971222,0.44674259424209595,0.4648681879043579,0.4978618025779724
Springfield,7880,0,0.026066847145557404,0.018000509589910507,53,0.520885705947876,0.550546407699585,0.6144440174102783,0.6396274566650391
Springfield,7920,-0.7454297542572021,0.024543650448322296,0.16357707977294922,78,0.426847368478775,0.45036616921424866,0.48931998014450073,0.5082229971885681
Springfield,8000,0.7670113444328308,0.05566325783729553,0.384286493062973,124,0.37541481852531433,0.41314300894737244,0.437222421169281,0.46761173009872437
St Joseph,7000,-1.507272720336914,0.015139251947402954,0.1322905719280243,33,0.42649346590042114,0.4584299921989441,0.4725313186645508,0.500900387763977
St Louis,7040,-0.737469494342804,0.1029595360159874,0.16922947764396667,506,0.317141592502594,0.3574618399143219,0.38193821907043457,0.4171713888645172
St. Cloud,6980,0.12565171718597412,0.02006121538579464,0.10959869623184204,43,0.6438168287277222,0.6831253170967102,0.7184439897537231,0.7503342032432556
Stamford,9010,-0.05451783537864685,0.17220696806907654,0.201145738363266,92,0.14344927668571472,0.207736074924469,0.23473158478736877,0.2838813066482544
State College,8050,0.7171202898025513,0.013699580915272236,0.5291962027549744,29,0.49757882952690125,0.5406342148780823,0.538856029510498,0.5719444751739502
Steubenville,8080,-0.5194065570831299,0.04005112871527672,0.6182263493537903,39,0.4523872137069702,0.4826345443725586,0.5033323168754578,0.5255897641181946
Stockton,8120,0.6224374771118164,0.04453941434621811,0.22131800651550293,121,0.330931156873703,0.3830173909664154,0.47297942638397217,0.5105008482933044
Syracuse,8160,-0.5270470976829529,0.023897655308246613,0.3023717403411865,189,0.4538647532463074,0.5216109752655029,0.5176499485969543,0.5744529962539673
Tallahassee,8240,0,0.012939129024744034,0.32012543082237244,48,0.5182055830955505,0.5262337923049927,0.5637624263763428,0.571074366569519
Tampa,8280,-0.2634882628917694,0.09431180357933044,0.242015078663826,522,0.3607891798019409,0.4007679522037506,0.4996365010738373,0.5271903872489929
Terre Haute,8320,0,0.014947762712836266,0.04250866919755936,30,0.6298984289169312,0.6390438675880432,0.7050736546516418,0.7129580974578857
Texarkana,8360,-0.7725666761398315,0.017768552526831627,0.1297014057636261,26,0.5269168019294739,0.5608977675437927,0.57574063539505,0.6093873381614685
Titusville,4900,0.5308100581169128,0.02579304575920105,0.26165780425071716,92,0.4203471541404724,0.46062609553337097,0.5601478219032288,0.5886151194572449
Toledo,8400,-0.486219584941864,0.04341015964746475,0.03353315591812134,245,0.5964052081108093,0.644978940486908,0.6962080001831055,0.7331725358963013
Topeka,8440,-0.9388170838356018,0.01882159151136875,0.07054747641086578,41,0.3884093761444092,0.4114871919155121,0.45255613327026367,0.472430020570755
Trenton,34007,0.8970241546630859,0.1243257224559784,0.18224482238292694,1678,0.14388906955718994,0.2579672038555145,0.2693432867527008,0.34965214133262634
Tucson,8520,1.5739737749099731,0.030446136370301247,0.2427072823047638,198,0.5777536034584045,0.60052889585495,0.6307357549667358,0.6501279473304749
Tulsa,8560,-0.7973219156265259,0.039147671312093735,0.08610710501670837,250,0.47010478377342224,0.5123529434204102,0.5285957455635071,0.5639327168464661
Tuscaloosa,8600,0,0.01121077872812748,0.3893110752105713,46,0.55319744348526,0.5662364959716797,0.5956197381019592,0.6058859825134277
Tyler,8640,0.15592432022094727,0.029356574639678,0.18138034641742706,36,0.33740127086639404,0.36367297172546387,0.4001489281654358,0.42346885800361633
Utica,8680,-0.7492443323135376,0.009963251650333405,0.36052075028419495,92,0.5322354435920715,0.5614321827888489,0.5828633308410645,0.6070556640625
Victoria,8750,0,0.009486347436904907,0.07374688982963562,21,0.6245673894882202,0.6457327604293823,0.72666168212890625,0.7443942427635193
Visalia,8780,0.50380539894104,0.023038141429424286,0.01933654583990574,78,0.5947825312614441,0.6546241641044617,0.6964772343635559,0.7425275444984436
Waco,8800,0,0.014684908092021942,0.05386943370103836,51,0.515876293182373,0.5523996353149414,0.5811750292778015,0.6144689917564392
Washington,8840,0.7116162776947021,0.11513698101043701,0.13539749383926392,1740,0.30004608631134033,0.3818909525871277,0.37754544615745544,0.43557775020599365
Waterbury,9011,0.3491269648075104,0.08507172763347626,0.3671766221523285,171,0.30354490876197815,0.362731397151947,0.37345266342163086,0.4168398380279541
Waterloo,8920,-0.8396052718162537,0.018530063331127167,0.039327364414930344,37,0.491836279630661,0.51891326904296875,0.5599432587623596,0.584404468536377
Wausau,8940,0.18179897964000702,0.012100105173885822,0.1552390605211258,27,0.6619332432746887,0.6787328124046326,0.7092691659927368,0.7225431203842163
West Palm Beach,8960,0.3201596438884735,0.05181669816374779,0.2748304307460785,265,0.4739971160888672,0.49148932099342346,0.5929274559020996,0.6058880090713501
Wheeling,9000,-1.3932570219039917,0.019839677959680557,0.6644550561904907,49,0.4930524528026581,0.5278084874153137,0.5383140444755554,0.5649836659431458
Wichita,9040,-1.2226248979568481,0.0315888375043869,0.026412781327962875,131,0.47213277220726013,0.5000718832015991,0.5435404181480408,0.567907989025116
Wichita Falls,9080,-0.6146093606948853,0.01363698486238718,0.01923375017940998,42,0.636128306388855,0.6632856726646423,0.721436619758606,0.7428780794143677
Williamsport,9140,0,0.012878518551588058,0.5485754013061523,27,0.5629554986953735,0.5823846459388733,0.6006845235824585,0.615827202796936
Wilmington,9160,0.5107133984565735,0.09616895020008087,0.19366386532783508,213,0.528364360332489,0.5809454917907715,0.5976784825325012,0.6458644866943359
Wilmington,9200,-0.5120046138763428,0.013982697390019894,0.28226742148399353,42,0.7372982501983643,0.7571597099304199,0.8203780651092529,0.8364580273628235
Worcester,9240,2.0556204319000244,0.07284221053123474,0.27309927344322205,209,0.16085179150104523,0.2764624357223511,0.2686522305011749,0.3456590473651886
Yak,9280,1.2609145641326904,0.05368196964263916,0.27090638875961304,82,0.36701473593711853,0.43621736764907837,0.4376264810562134,0.4868573844432831
Yakima,9260,0,0.013901096768677235,0.5693647861480713,34,0.5533714294433594,0.580238938331604,0.6199350357055664,0.6396477222442627
Youngstown,9320,-0.3421981930732727,0.04312991350889206,0.15328390896320343,134,0.4880939722061157,0.5097620487213135,0.5530394315719604,0.5726789236068726
"Yuma,AZ",9360,0.6531415581703186,0.00670203659683466,0.016710881143808365,33,0.7217968702316284,0.757125973701477,0.777633786201477,0.808218240737915
