tract_fips,gamma01a_units_IV,gamma11a_units_IV,gamma01a_space_IV,pctdis,pop_tot,n_units,land_area_m2,n_cbg,med_hh_inc,p_white,p_black,p_asian,pop_density,unit_density,log_pop_density,log_unit_density,log_units,log_land_area,log_inc,near_dart_05mi,near_dart_1mi,dist_station_m,restrictiveness
48113019023,0.420848876237869,0.381584584712982,0.53055465221405,0.197300061583519,5926,2213,2735433,4,102498.609348633,0.74687816402295,0.0352683091461357,0.129429632129598,0.00216638462722355,0.000809012686474134,-6.13469557127244,-7.1196959593549,7.70210434005105,14.821800299406,11.5376045101382,0,0,3166.9172484952,-0.420848876237869
48113019024,0.249951094388962,0.23937714099884,0.3757284283638,0.183925583958626,4405,1547,2539646,4,81367.7550510783,0.596367763904654,0.130079455164586,0.185017026106697,0.00173449370502818,0.000609140014001952,-6.35703972083279,-7.40346240863,7.34407285057307,14.7475352592031,11.3067343439169,0,0,3543.23749260735,-0.249951094388962
48113019025,0.144667327404022,0.138723313808441,0.228503361344337,0.22149769961834,4329,1476,2001966,3,90463.5853545854,0.528759528759529,0.113421113421113,0.232617232617233,0.00216237438597858,0.000737275258420972,-6.13654840825413,-7.21254925053569,7.29709100516042,14.5096402556961,11.4127026769422,0,0,3398.00613276188,-0.144667327404022
48113019026,0.300329089164734,0.276586085557938,0.412764012813568,0.211121931672096,5797,1994,2720894,5,74010.7459030533,0.590305330343281,0.0921166120407109,0.242884250474383,0.00213054973843156,0.00073284736560851,-6.15137523940076,-7.21857311021871,7.59789795052178,14.8164710607405,11.2119655765498,0,0,2436.35821859128,-0.300329089164734
48113019027,0.421017527580261,0.289096623659134,0.462867438793182,0.220975115895271,5483,2146,5174338,3,64512.6228342149,0.34597847893489,0.146452671894948,0.357286157213204,0.00105965246182217,0.000414739044878785,-6.84981429082354,-7.78786104303694,7.67136092319064,15.4592219662276,11.0746161864926,0,0,4699.88064792751,-0.421017527580261
48113019028,0.311327159404755,0.290878087282181,0.400953441858292,0.207374453544617,3450,1100,1437182,3,64448.2,0.585217391304347,0.167536231884058,0.203188405797101,0.00240053103921424,0.000765386708155265,-6.03206529976476,-7.1751293510037,7.00306545878646,14.1781948097902,11.0736170793505,0,0,4528.97357963606,-0.311327159404755
48113019029,0.20260214805603,0.163532242178917,0.292103111743927,0.204501956701279,6224,2096,2214385,3,66218.5536632391,0.381748071979434,0.144601542416453,0.290006426735219,0.00281071268094753,0.00094653820360958,-5.87431720468039,-6.96269922509768,7.64778604544093,14.6104852705386,11.100715969474,0,0,4569.56742261704,-0.20260214805603
48113019031,0.238281935453415,0.233536809682846,0.294109493494034,0.222503542900085,4863,1984,3566411,4,82163.8383713757,0.751799300843101,0.0248817602303105,0.161011721159778,0.0013635556866553,0.000556301559186532,-6.59765951554795,-7.49420003810692,7.59287028784482,15.0870703259517,11.3164705617606,0,0,3561.37081547747,-0.238281935453415
48113019032,0.421867251396179,0.408464223146439,0.534218907356262,0.167977198958397,4826,1119,1280709,3,64795.5677579776,0.536883547451306,0.0462080397845006,0.18503937007874,0.00376822525647903,0.000873734782842941,-5.58115114261138,-7.04273368048443,7.02019070831193,14.0629243887964,11.0789924812044,0,0,1782.53963906857,-0.421867251396179
48113019033,0.339215964078903,0.331875145435333,0.455223739147186,0.161700248718262,4046,1203,1394493,3,50660.6020761246,0.730845279288186,0.0543746910528918,0.0944142362827486,0.00290141291494471,0.000862679124240853,-5.84255744858906,-7.05546775034207,7.09257371597468,14.1480414663168,10.8329038081302,0,1,1244.93307174392,-0.339215964078903
48113019034,0.272786408662796,0.245402917265892,0.357561767101288,0.154027909040451,2046,1023,1773268,2,40313,0.362170087976539,0.335777126099707,0.158846529814272,0.00115380190698755,0.000576900953493775,-6.7646927833542,-7.45783996391414,6.93049476595163,14.3883347298658,10.604429276562,0,0,2331.63812312985,-0.272786408662796
48113019035,-0.0741487517952919,-0.087547779083252,0.00864948332309723,0.146553635597229,7104,2737,1064176,3,42221.2176238739,0.34009009009009,0.458896396396396,0.0733389639639639,0.00667558749680504,0.00257194298687435,-5.00929806406625,-5.96309363969757,7.91461770904068,13.8777113487383,10.6506781609645,0,0,2086.61355338564,0.0741487517952919
48113019036,0.259142488241196,0.248903065919876,0.31527903676033,0.220177233219147,2690,1100,2698815,3,123363.416356877,0.874721189591078,0.0237918215613383,0.080297397769517,0.000996733751665083,0.00040758629250245,-6.91102687314987,-7.80525788695929,7.00306545878646,14.8083233457458,11.7228898826166,0,0,1958.85000384122,-0.259142488241196
48113019037,0.218442112207413,0.217323765158653,0.310980647802353,0.208516329526901,3299,1222,1774273,3,92681.593816308,0.731130645650197,0.105486511063959,0.122461351924826,0.00185935309842397,0.000688732793656895,-6.28752664829852,-7.28065717979556,7.10824413973154,14.3889013195271,11.4369251753806,0,0,2921.61524597502,-0.218442112207413
48113019202,0.306258648633957,0.294990539550781,0.386749684810638,0.172414392232895,6028,2175,2010818,5,63087.2541473125,0.576476443264764,0.201725282017253,0.033178500331785,0.00299778498103757,0.00108164935861923,-5.80988160267514,-6.82926821889874,7.68478394352279,14.5140521624215,11.0522740336298,0,1,1151.5882602032,-0.306258648633957
48113019203,0.437947124242783,0.403964132070541,0.516677916049957,0.185099706053734,4008,1824,2915946,4,116734.623752495,0.92065868263473,0.00573852295409183,0.0112275449101796,0.00137451105061616,0.000625525987106757,-6.589657210656,-7.37691768278642,7.50878717063428,14.8857048534207,11.6676584645235,0,0,1872.27134733673,-0.437947124242783
48113019205,0.457573562860489,0.431560575962067,0.558085322380066,0.19907221198082,4706,1879,3072961,3,124672.022311942,0.815554611134722,0.104547386315342,0.0737356566085848,0.0015314219737901,0.000611462364800595,-6.48155858056352,-7.39965715043737,7.53849499941347,14.9381521498508,11.7334417465273,0,0,2745.49571242593,-0.457573562860489
48113019208,-0.103060282766819,-0.122628249228001,-0.0182433295994997,0.155723288655281,4929,1607,1251804,3,54660.3069588152,0.177926557110976,0.15581253804017,0.0308378981537837,0.00393751737492451,0.00128374729590255,-5.53720486216088,-6.65797190312875,7.38212436573751,14.0400962688663,10.9088930752514,0,0,1959.04712977191,0.103060282766819
48113019210,0.251915693283081,0.246547177433968,0.314454734325409,0.211862534284592,5216,1777,3158860,4,159447.319018405,0.890145705521473,0.0208972392638037,0.0220475460122699,0.00165122860778889,0.000562544715498629,-6.40623565737357,-7.48303993282541,7.48268182815465,14.9657217609801,11.979468858364,0,0,1714.70816521765,-0.251915693283081
48113019211,0.222047343850136,0.211638495326042,0.32975110411644,0.198927134275436,5305,2108,3350670,4,65388.3532516494,0.69066918001885,0.15947219604147,0.0601319509896326,0.00158326543646495,0.000629127905762131,-6.44826583275583,-7.37117597414266,7.65349490966125,15.0246708838039,11.0880994367491,0,1,1082.44897134362,-0.222047343850136
48113019301,0.519303858280182,0.500607013702393,0.553090691566467,0.074815958738327,3340,1073,1199676,3,,0.898802395209581,0,0.0332335329341317,0.00278408503629313,0.000894408156869021,-5.88383599233092,-7.01934833567097,6.9782137426307,13.9975620783017,,0,1,1264.62704839959,-0.519303858280182
48113019302,0.299191534519196,0.253926903009415,0.383359968662262,0.064406268298626,5537,1077,1862189,4,34957,0.79194509662272,0.0845223044970202,0.0819938594906987,0.00297338240103448,0.000578351606630691,-5.81805511860442,-7.455328558271,6.98193467715639,14.4372632354274,10.4618740137304,0,1,918.759816731527,-0.299191534519196
48113019400,0.307972490787506,0.277353376150131,0.355442017316818,0.0657817423343658,4399,1734,1530238,3,146250,0.802909752216413,0,0.098204137303933,0.00287471622061405,0.00113315706445664,-5.85180131547794,-6.78274767948618,7.45818615734049,14.2409338368267,11.8930727650941,0,0,1832.95163005575,-0.307972490787506
48113019501,0.641994893550873,0.611047744750977,0.711342096328735,0.0775148645043373,7433,2455,2883557,5,229280.832199547,0.933943226153639,0,0.0359208933136015,0.00257771911566166,0.000851379043313519,-5.96085033476042,-7.0686531192571,7.80588204022862,14.8745351594857,12.3427028726766,0,0,2776.44452347753,-0.641994893550873
48113019502,0.69049209356308,0.656945705413818,0.767402470111847,0.0636112242937088,4318,1893,2077215,4,133333,0.949976841130153,0,0.0347383047707272,0.00207874485789868,0.00091131635386804,-6.17599100111086,-7.00062046097629,7.54591815120932,14.5465386121856,11.8006050374189,0,0,3017.29521129211,-0.69049209356308
48113019600,0.536270618438721,0.509450256824493,0.593424916267395,0.0508909374475479,2309,965,1015403,2,187302.786054569,0.877003031615418,0.00606323083585967,0.0866175833694242,0.00227397397880448,0.000950361580574412,-6.08622632663726,-6.95866803465277,6.87212810133899,13.8307961359918,12.1404817631457,0,1,1378.79460102041,-0.536270618438721
48113019700,0.652405321598053,0.626874446868897,0.677740037441254,0.0519558154046536,1775,808,2137907,2,,0.828169014084507,0,0.0523943661971831,0.000830251269115074,0.000377939732645059,-7.0937821691147,-7.88077581250312,6.6945620585211,14.5753378710242,,0,0,2104.00014487556,-0.652405321598053
48113019800,0.678927004337311,0.64942342042923,0.740329504013062,0.0493644289672375,5059,2155,2657805,4,178704.446032151,0.940502075508994,0.00177900770903341,0.0504052184226132,0.00190345040362254,0.000810819454399401,-6.26408703784101,-7.1174651495951,7.67554600253785,14.793011152133,12.0934885807046,0,0,2330.58384966099,-0.678927004337311
48113019900,0.383105874061584,0.351493537425995,0.415787905454636,0.0928567349910736,4200,1277,1521668,4,61030.1771428571,0.807142857142858,0.0245238095238095,0,0.00276012901631631,0.00083921065567522,-5.89247785530345,-7.08304880354238,7.15226885603254,14.2353176595749,11.0191237280881,0,0,2562.44138920895,-0.383105874061584
48121020305,0.649298965930939,0.610231101512909,0.695858120918274,0.386045277118683,6501,2321,18503029,4,156362.662359637,0.941701276726658,0.00430702968774035,0.0147669589293955,0.000351347879312085,0.000125438921378765,-7.95373371617157,-8.9836916001016,7.74975340627444,16.733445006376,11.9599333468765,0,0,10754.530991192,-0.649298965930939
48121020402,0.47505334019661,0.428644955158234,0.569402992725372,0.564232647418976,6292,2467,9866882,4,73900.0247933884,0.844723458359822,0.0476795931341386,0.0103305785123967,0.000637688785575828,0.000250028327084483,-7.35766019053419,-8.293936338183,7.81075811652936,16.1046944547124,11.2104684424354,0,0,4363.57843645648,-0.47505334019661
48121020403,0.287779033184052,0.265279531478882,0.384194999933243,0.549755871295929,3395,1665,4332244,4,54604.3949926362,0.923122238586156,0.0150220913107511,0.0176730486008836,0.000783658538161747,0.000384327383222182,-7.15153717054711,-7.86401580812536,7.41758040241454,15.2815962105399,10.9078696528641,0,0,2743.0645482369,-0.287779033184052
48121020601,0.116939350962639,0.032402016222477,0.209256455302238,0.537078976631165,5143,1858,2772091,3,35037.3671009139,0.662064942640483,0.201438848920863,0.0526929807505347,0.00185527819974164,0.000670252167046464,-6.28972062126101,-7.30785654766214,7.52725591937378,14.8351124670359,10.4641704024131,0,0,1620.13726389447,-0.116939350962639
48121020700,-0.0193260665982962,-0.100459024310112,0.0837153717875481,0.542672455310822,3195,1989,1567864,3,28985.8885758998,0.74679186228482,0.111111111111111,0.0810641627543034,0.00203780429935249,0.00126860493001944,-6.19588237462531,-6.66983746258297,7.59538727885397,14.2652247414369,10.274564389709,0,0,2317.31429237853,0.0193260665982962
48121020800,0.607088088989258,0.546739161014557,0.679640710353851,0.538866817951202,6691,2169,24466968,3,48454.1107457779,0.656852488417277,0.162307577342699,0.0161410850396055,0.000273470746354841,8.86501343362202e-05,-8.20431590213427,-9.33081301009021,7.68202151082688,17.0128345209171,10.7883724588339,0,0,5145.40347491482,-0.607088088989258
48121020900,0.0587236434221268,-0.0648020878434181,0.160825610160828,0.534972310066223,4651,1430,1745870,2,40929.1453450871,0.598150935282735,0.21092238228338,0.0978284239948399,0.00266400132885037,0.000819075876210714,-5.92792602748641,-7.10733383345656,7.26542972325395,14.3727635567105,10.6195976883764,0,0,2981.421259717,-0.0587236434221268
