fid,mode,region,agency,name,year_open,cost_usd,riders,status,notes,web,grade,construct,automated,year_clos,ffga_date,ffga_cost,ffga_shr,reference,limited,country,brt_rating,project,route_km,brt_year,through
"2",Light Rail,Guadalajara MEX,SITEUR,Tren Ligero Line 2,"1994",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Tren Ligero Line 2,8.63943251029075,,"0"
"3",Metro,Mexico MEX,Mexico City Metro,Linea 9,"1987",,,existing,,,"subway; elevated",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 9 Centro Médico–Pantitlán,11.0287440532635,,"0"
"4",Metro,Mexico MEX,Mexico City Metro,Linea 4,"1981",,,existing,,,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 4 Martín Carrera–Candelaria,7.2748809592293,,"0"
"5",Metro,Mexico MEX,Mexico City Metro,Linea 6,"1986",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 6 Instituto del Petróleo–Martín Carrera,4.32684164516467,,"0"
"6",Metro,Mexico MEX,Mexico City Metro,Linea 7,"1985",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 7 Auditorio–Barranca del Muerto,7.13295815394975,,"0"
"9",Metro,Mexico MEX,Mexico City Metro,Linea 1,"1972",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 1 Tacubaya–Observatorio,1.41904429930499,,"0"
"11",Metro,Mexico MEX,Mexico City Metro,Linea A,"1991",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea A,15.5141693705947,,"0"
"12",Metro,Mexico MEX,Mexico City Metro,Linea 2,"1984",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 2 Tacuba–Cuatro Caminos,3.38840900047922,,"0"
"15",Metro,Mexico MEX,Mexico City Metro,Linea 8,"1994",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 8,11.7747514934971,,"0"
"16",Metro,Mexico MEX,Mexico City Metro,Linea 12,"2012",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 12,24.3740024045224,,"0"
"17",Metro,Mexico MEX,Mexico City Metro,Linea 8,"1994",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 8,7.62545704491548,,"0"
"19",Metro,Monterrey MEX,Monterrey Metro,Linea 1,"1991",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 1 Exposicion–San Bernabe,18.5254970778671,,"0"
"21",Metro,Monterrey MEX,Monterrey Metro,Linea 2,"2008",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 2 Universidad–Sendero,5.49778485628696,,"0"
"22",Metro,Montreal QC CAN,STM,Ligne Verte,"1976",,,existing,Other phases of the line opened up until 1978.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Verte Frontenac–Honore-Beaugrand,7.60757480768146,,"0"
"23",Metro,Montreal QC CAN,STM,Ligne Orange,"1986",,,existing,Other phases of the line opened up until 1986.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Orange Du College–Cote Vertu,1.0083132844408,,"0"
"24",Metro,Montreal QC CAN,STM,Ligne Bleue,"1986",,,existing,Other phases of the line opened up until 1988.,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Bleue Saint-Michel–De Castelnau,3.57700343137069,,"0"
"25",Metro,Montreal QC CAN,STM,Ligne Orange,"2007",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Orange (Extension to Laval),4.19614675937758,,"0"
"26",Metro,Montreal QC CAN,STM,Ligne Jaune,"1967",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Ligne Jaune,4.41304685377602,,"0"
"27",Metro,New York NY USA,PATH,PATH,"1908",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,PATH,24.6362295103995,,"0"
"28",Metro,New York NY USA,MTA,S,"1878",,,existing,,,"subway; elevated; open cut; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Franklin Avenue Shuttle (S),2.20361352778769,,"0"
"29",Metro,New York NY USA,MTA,S,"1904",,,existing,Became a shuttle service in 1918,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,42 St Shuttle (S),0.696564300849177,,"0"
"30",Metro,New York NY USA,MTA,"1","1918",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,IRT Broadway - 7th Avenue Line (1) South Ferry-Chambers,1.55133686406373,,"0"
"31",Metro,New York NY USA,MTA,3/4,"1922",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,IRT New Lots Line (3/4) Pennsylvania-New Lots,1.27999341938927,,"0"
"32",Metro,New York NY USA,MTA,4/5,"1908",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Joralemon Street Tunnel (4/5),2.66833430906626,,"0"
"33",Metro,New York NY USA,MTA,"7","2015",2400,,existing,,,subway,2007-2015,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,IRT Flushing Line (7) Extension,1.32564934801191,,"0"
"34",Metro,New York NY USA,MTA,A,"1915",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,IND Fulton Street Line (A),1.90091494652317,,"0"
"35",Metro,New York NY USA,MTA,E,"1932",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,IND 8th Avenue Line (World Trade Center) (E),0.73673883048214,,"0"
"39",Metro,New York NY USA,MTA,J/Z,"1931",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BMT Nassau Street Line (J/Z) Chambers-Broad,0.758860524749807,,"0"
"40",Metro,New York NY USA,MTA,M,"1915",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BMT Myrtle Avenue Line (M) Wyckoff-Middle Village,2.43654329137672,,"0"
"41",Metro,New York NY USA,MTA,L,"1906",,,existing,,,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BMT Canarsie Line (L) Atlantic-Canarsie,3.50825749402569,,"0"
"42",Metro,New York NY USA,MTA,N,"1915",,,existing,,,"elevated; open cut",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BMT Sea Beach Line (N),8.60439365132411,,"0"
"43",Metro,New York NY USA,MTA,B/Q,"1919",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BMT Brighton Line (B/Q) Ocean Parkway-Coney Island,1.25697813181306,,"0"
"44",Metro,New York NY USA,MTA,R,"1925",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BMT 4th Avenue Line (R) 86-96,0.715923219904212,,"0"
"45",Metro,New York NY USA,MTA,Staten Island Railway,"1860",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Staten Island Railway,23.1917871080899,,"0"
"46",Metro,Toronto ON CAN,TTC,Line 4,"2002",1000,,existing,,,subway,1994-2002,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,4 Sheppard,5.73878256626847,,"0"
"47",Light Rail,Toronto ON CAN,TTC,512 St. Clair,"2010",,,existing,"Dedicated ROW achieved in 2010; previously streetcar service on this route.",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,512 St. Clair,6.7184067757271,,"0"
"49",Metro,Vancouver BC CAN,Translink,SkyTrain Canada Line,"2009",,,existing,,,"subway; elevated",,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,SkyTrain Canada Line,18.439870810672,,"0"
"52",Light Rail,St. Louis MO USA,St. Louis Metrolink,Blue Line,"2006",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Metrolink Shrewsbury Extension,12.2286647159145,,"0"
"53",Light Rail,Minneapolis MN USA,Metro Transit,Blue Line,"2004",,"24800",existing,,,"subway; at grade",,,,2001-01,675.4,0.495,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line (Hiawatha),19.8245936340134,,"0"
"54",Light Rail,Minneapolis MN USA,Metro Transit,Green Line,"2014",,,existing,,,at grade,,,,2011-04,956.9,0.495,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line (Central Corridor),15.2375669299909,,"0"
"56",Light Rail,Houston TX USA,Houston Metro,Purple Line,"2015",,,existing,Part of Southeast Corridor Project.,,at grade,,,,2011-11,822.9,0.547,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Purple Line,12.4485191461,,"0"
"57",Light Rail,Houston TX USA,Houston Metro,Green Line,"2015",,,existing,Part of Southeast Corridor Project.,,at grade,,,,2011-11,822.9,0.547,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line,3.35374153522347,,"0"
"58",Light Rail,Dallas TX USA,DART,Green Line,"2010",,,existing,Part of Dallas NW/SW LRT Project.,,at grade,,,,2006-07,1406.2,0.498,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line MLK Jr.–Buckner,11.7267424404874,,"0"
"59",Light Rail,Dallas TX USA,DART,Blue Line,"2012",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line,7.50486877774728,,"0"
"60",Streetcar,Dallas TX USA,DART,Dallas Streetcar,"2015",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,S. Oak Cliff Streetcar,2.58113101226855,,"0"
"61",Light Rail,Dallas TX USA,DART,Green/Orange Line,"2010",,,existing,Part of Dallas NW/SW LRT Project.,,"elevated; at grade",,,,2006-07,1406.2,0.498,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green/Orange Line West End–Bachman,11.4545173413888,,"0"
"62",Light Rail,Dallas TX USA,DART,Green Line,"2010",,,existing,Part of Dallas NW/SW LRT Project.,,"elevated; at grade",,,,2006-07,1406.2,0.498,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line Bachman–North Carrollton,16.5626387893434,,"0"
"65",Light Rail,San Diego CA USA,San Diego MTS,Green Line,"2005",,,existing,,,"subway; at grade",,,,2000-06,431,0.766,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line Mission San Diego–70th St,9.25020961419061,,"0"
"66",Light Rail,Los Angeles CA USA,LA Metro,E,"2012",,,existing,,,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,E Line (Expo) Phase 1,12.2391971651826,,"0"
"67",Light Rail,Los Angeles CA USA,LA Metro,E,"2009",,,existing,Previously L Line,,"subway; at grade",,,,2004-06,898.8,0.546,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Gold Line East LA,8.17694495519605,,"0"
"70",Light Rail,Bay Area CA USA,Santa Clara VTA,Green Line,"2005",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Convention Center–Winchester,8.27405371829008,,"0"
"71",Light Rail,Bay Area CA USA,Santa Clara VTA,Orange Line,"2004",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Milpitas–Alum Rock,10.246155766219,,"0"
"72",Light Rail,Bay Area CA USA,SF Muni,T,"2007",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,T-Third,8.42386832014623,,"0"
"73",Light Rail,Sacramento CA USA,Sacramento RTD,Gold Line,"2004",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Gold Line Mather Field–Sunrise,4.72746773594942,,"0"
"74",Light Rail,Sacramento CA USA,Sacramento RTD,Blue Line,"2003",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line Midtown–Meadowview,9.85104950270146,,"0"
"75",Bus Rapid Transit,Eugene OR USA,Lane Transit District,EmX,"2011",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,Bronze (55),EmX,16.0902474785004,"2013","0"
"76",Light Rail,Portland OR USA,TriMet,MAX Green Line,"2009",,,existing,,,highway,,,,2007-06,575.7,0.6,"Yonah Freemark; OpenStreetMap contributors","0",USA,,MAX Green Line (South Corridor),10.3586908947942,,"0"
"79",Streetcar,Portland OR USA,Portland Streetcar,Streetcar,"2007",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Portland Streetcar (South Waterfront),3.14275304493437,,"0"
"80",Aerial Tram,Portland OR USA,TriMet,Aerial Tram,"2006",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Aerial Tram,1.01055396155539,,"0"
"83",Monorail,Seattle WA USA,Seattle Monorail,Seattle Center Monorail,"1962",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Seattle Center Monorail,1.529669198435,,"0"
"86",Light Rail,Salt Lake UT USA,UTA,Green Line,"2011",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line (West Valley Central),8.17990114931823,,"0"
"87",Streetcar,Salt Lake UT USA,UTA,S-Line,"2013",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,S-Line,3.13727148967687,,"0"
"88",Light Rail,Salt Lake UT USA,UTA,Red Line,"2011",,,existing,,,at grade,,,,2009-01,535.4,0.8,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Line (Mid-Jordan),17.114754450277,,"0"
"89",Light Rail,Salt Lake UT USA,UTA,Blue Line,"2013",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line (Draper Town Center),6.04617060025755,,"0"
"90",Light Rail,Denver CO USA,Denver RTD,E/F/R,"2006",,"38100",existing,,,at grade,,,,2000-11,879.3,0.597,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Southeast Corridor,10.7725605990122,,"0"
"93",Light Rail,Denver CO USA,Denver RTD,W,"2013",,,existing,,,at grade,,,,2009-01,709.8,0.435,"Yonah Freemark; OpenStreetMap contributors","0",USA,,W Line,19.2938673213907,,"0"
"94",Light Rail,Pittsburgh PA USA,PAT,Blue/Red Lines,"2012",523,,existing,,,"subway; elevated",,,,2006-09,435,0.542,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue/Red Lines (North Shore Connector),1.85420028368614,,"0"
"95",Cable Rail,Pittsburgh PA USA,Duquesne Incline,Duquesne Incline,"1877",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Duquesne Incline,0.217956727979,,"0"
"96",Cable Rail,Pittsburgh PA USA,Monongahela Incline,Monongahela Incline,"1869",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Monongahela Incline,0.165560840391798,,"0"
"98",Bus Rapid Transit,Cleveland OH USA,Cleveland RTA,HealthLine,"2008",,,existing,,,at grade,,,,2004-10,168.4,0.488,"Yonah Freemark; OpenStreetMap contributors","0",USA,Silver (76),HealthLine (Euclid Corridor),10.9961227030149,"2013","0"
"99",Light Rail,New York NY USA,New Jersey Transit,Hudson-Bergen Light Rail,"2011",100,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Hudson-Bergen Light Rail South Extension,1.4658493034802,,"0"
"100",Light Rail,New York NY USA,New Jersey Transit,Hudson-Bergen Light Rail,"2004",1200,,existing,"This is one part of MOS-2 project. Portions opened in 2005, 2006.",,"subway; at grade",,,,2000-11,1215.4,0.411,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Hudson-Bergen Light Rail MOS-2 North,8.60590893787123,,"0"
"101",Light Rail,New York NY USA,New Jersey Transit,Newark Light Rail,"2006",,"13300",existing,,,at grade,,,,2000-08,207.7,0.683,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Newark Light Rail - Broad St Rail Link,2.34559095704837,,"0"
"102",Bus Rapid Transit,Boston MA USA,MBTA,Silver Line,"2002",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Silver Line (Washington Street),3.41908682942029,,"0"
"103",Bus Rapid Transit,Boston MA USA,MBTA,Silver Line,"2004",,,existing,,,subway,,,,1994-11,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Silver Line (South Boston Piers Transitway),1.96496339501626,,"0"
"104",Bus Rapid Transit,Hartford CT USA,CT Transit,CTfastrak,"2015",,,existing,,,at grade,,,,2011-11,567.1,0.485,"Yonah Freemark; OpenStreetMap contributors","0",USA,Silver (76.2),CTfastrak,14.7237797783157,"2016","0"
"105",Metro,Washington DC USA,WMATA,Blue/Silver Lines,"2004",,,existing,,,"subway; elevated",,,,2000-05,607.2,0.599,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue/Silver Lines (Largo Extension),5.23738230963982,,"0"
"106",Metro,Washington DC USA,WMATA,Silver Line,"2014",,,existing,,,"subway; elevated; open cut; at grade",,,,2009-03,3142.5,0.286,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Silver Line (Phase 1),17.4837951466964,,"0"
"107",Light Rail,Norfolk VA USA,Hampton Roads Transit,The Tide,"2011",,,existing,,,at grade,,,,2007-10,232.1,0.551,"Yonah Freemark; OpenStreetMap contributors","0",USA,,The Tide,11.8056760471683,,"0"
"108",Metro,Miami FL USA,Miami-Dade Transit,Orange Line,"2012",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Orange Line,3.96093463550067,,"0"
"109",Streetcar,Tampa FL USA,Teco Line,Teco Line,"2002",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Teco Line,4.21753791402728,,"0"
"112",Streetcar,New Orleans LA USA,NORTA,UPT Line,"2013",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,UPT Line,1.35648154078379,,"0"
"115",Monorail,Las Vegas NV USA,Las Vegas Monorail,Monorail,"2004",,,existing,,,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Las Vegas Monorail,6.23931442573483,,"0"
"116",Bus Rapid Transit,Las Vegas NV USA,Las Vegas RTC,Sahara BRT,"2012",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,Basic,Sahara BRT,19.2304427070721,,"0"
"121",Metro,Chicago IL USA,Chicago Transit Authority,Green/Orange Lines,"1896",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,South Side Elevated (Green/Orange),0.135372275200981,,"0"
"122",Streetcar,Seattle WA USA,Sound Transit,Link Line T,"2003",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Orange Line (Tacoma Link),2.76112619996086,,"0"
"123",Metro,Boston MA USA,MBTA,Orange Line,"1987",,,existing,,,"subway; open cut",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Orange Line,7.63361672733701,,"0"
"124",Metro,Chicago IL USA,Chicago Transit Authority,Blue Line,"1958",,,existing,,,highway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line (Congress Branch),14.7916035194412,,"0"
"125",Metro,Chicago IL USA,Chicago Transit Authority,Loop (Brown/Green/Orange/Purple),"1896",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Loop (Brown/Green/Orange/Purple),1.35362293235147,,"0"
"126",Light Rail,Philadelphia PA USA,SEPTA,Sharon Hill Line (Route 102),"1906",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Sharon Hill Line (Route 102),5.15255761900147,,"0"
"127",Metro,Atlanta GA USA,MARTA,Gold Line,"1984",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Northeast Line Buckhead-Brookhaven,3.76701058946326,,"0"
"128",Light Rail,Cleveland OH USA,Cleveland RTA,Blue/Green Lines,"1920",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue/Green Lines,9.65965977128497,,"0"
"130",Metro,Atlanta GA USA,MARTA,Green Line,"1992",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,West Line/Proctor Creek Branch,2.17924241846673,,"0"
"131",Light Rail,Boston MA USA,MBTA,Green Line,"1932",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line-Cleveland Circle Branch,4.17212691631169,,"0"
"132",Metro,Chicago IL USA,Chicago Transit Authority,Pink Line,"1896",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Pink Line (Cermak Branch),3.66749715318312,,"0"
"133",Monorail,Jacksonville FL USA,JTA,Skyway,"1998",,,existing,Portions of the line opened after 1989.,,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Skyway Central-San Marco,1.39989457243927,,"0"
"134",Light Rail,Cleveland OH USA,Cleveland RTA,Green Line,"1913",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line Shaker Square–Attleboro,2.74152890402186,,"0"
"135",Metro,Chicago IL USA,Chicago Transit Authority,Yellow Line,"1964",,,existing,,,"open cut; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Yellow Line (Skokie Branch),7.81595148813675,,"0"
"136",Streetcar,Bay Area CA USA,SF Muni,Powell-Mason Cable Car,"1888",,,existing,This is a cable car service.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Powell-Mason Cable Car,1.30313257820251,,"0"
"137",Metro,Los Angeles CA USA,LA Metro,B,"2000",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,B Line (Red) MOS-3 North Hollywood,10.0776794605037,,"0"
"138",Light Rail,Denver CO USA,Denver RTD,C/E,"2002",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,C/E Lines,0.369494226739038,,"0"
"141",Metro,Washington DC USA,WMATA,Orange/Silver Lines,"1979",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Orange/Silver Lines,4.18840755065332,,"0"
"142",Metro,Atlanta GA USA,MARTA,Gold/Red Lines,"1981",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Line Five Points-North Ave,2.22541107791848,,"0"
"143",Metro,Bay Area CA USA,BART,Orange/Red/Yellow Lines,"1972",,,existing,,,"subway; highway",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Downtown Oakland–MacArthur,3.70100846281058,,"0"
"144",Light Rail,Philadelphia PA USA,SEPTA,Media/Sharon Hill Lines (Routes 101/102),"1906",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Media/Sharon Hill Lines (Routes 101/102),3.35407767614124,,"0"
"145",Metro,Philadelphia PA USA,SEPTA,Market-Frankford Line,"1922",,,existing,,,"subway; elevated",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Market-Frankford Line 2nd St–Frankford,10.580061219839,,"0"
"146",Metro,Washington DC USA,WMATA,Green/Yellow Lines,"1983",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green/Yellow Lines,1.48955551357517,,"0"
"147",Metro,Chicago IL USA,Chicago Transit Authority,Green Line,"1892",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,South Side Elevated (Green),8.19570432607391,,"0"
"148",Light Metro,Miami FL USA,Miami Metromover,Downtown Loop,"1986",,,existing,,,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Downtown Loop,0.794884022343263,,"0"
"149",Light Rail,Portland OR USA,TriMet,MAX Red Line,"2001",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,MAX Red Line (Airport Extension),9.05084344676059,,"0"
"150",Light Rail,Portland OR USA,TriMet,MAX Blue/Red Lines,"1986",,,existing,,,"highway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,MAX Blue/Red Lines Gateway–Rose Quarter,9.18034825219843,,"0"
"151",Light Rail,Philadelphia PA USA,SEPTA,Route 36,"1904",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 36,5.92029030593926,,"0"
"153",Metro,Chicago IL USA,Chicago Transit Authority,Brown/Purple Lines,"1907",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Side Main Line (Brown/Purple),4.370967044482,,"0"
"154",Metro,Bay Area CA USA,BART,Blue/Green Lines,"1974",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Downtown Oakland junction,0.172787744760517,,"0"
"155",Light Rail,Bay Area CA USA,Santa Clara VTA,Blue Line,"1999",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Baypointe-Santa Teresa/Mt View-I880/Milpitas Lines,0.0493608518059745,,"0"
"156",Metro,Atlanta GA USA,MARTA,Blue/Green Lines,"1979",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,West Line Five Points-Ashby,2.69746460560055,,"0"
"158",Streetcar,Bay Area CA USA,SF Muni,Powell-Hyde/Powell-Mason Cable Car,"1888",,,existing,This is a cable car service.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Powell-Hyde/Powell-Mason Cable Car,1.5163076771995,,"0"
"159",Light Rail,Cleveland OH USA,Cleveland RTA,Waterfront Line,"1996",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Waterfront Line,3.61530500989708,,"0"
"160",Streetcar,Bay Area CA USA,SF Muni,F-Market and Wharves,"1995",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,F-Market and Wharves,9.26733157816919,,"0"
"161",Metro,Chicago IL USA,Chicago Transit Authority,Brown/Purple/Red Lines,"1900",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Side Main Line (Brown/Purple/Red),0.311056145075004,,"0"
"162",Metro,Chicago IL USA,Chicago Transit Authority,Green Line,"1907",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line (Englewood Branch),4.88815221562922,,"0"
"163",Metro,Bay Area CA USA,BART,Orange/Red Lines,"1972",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART MacArthur–Richmond,16.3538529916024,,"0"
"164",Light Rail,Boston MA USA,MBTA,Green Line,"1932",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line-Cleveland Circle/Riverside Branches,0.440093051722131,,"0"
