fid,mode,region,agency,name,year_open,cost_usd,riders,status,notes,web,grade,construct,automated,year_clos,ffga_date,ffga_cost,ffga_shr,reference,limited,country,brt_rating,project,route_km,brt_year,through
"165",Metro,Chicago IL USA,Chicago Transit Authority,Brown Line (Ravenswood Branch),"1907",,,existing,,,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Brown Line (Ravenswood Branch),7.57146199615232,,"0"
"167",Light Rail,Bay Area CA USA,SF Muni,J/K/L/M/N,"1980",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,"J, K, L, M, N Lines",3.66940961893528,,"0"
"168",Light Rail,San Diego CA USA,San Diego MTS,Copper Line,"1995",,,existing,Previously Green/Orange Lines,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Copper Line El Cajon–Santee,6.13942653683563,,"0"
"169",Light Rail,Philadelphia PA USA,SEPTA,Route 34,"1906",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 34,3.9429785592357,,"0"
"171",Light Rail,Philadelphia PA USA,SEPTA,Route 10/Route 15,"1906",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 10/Route 15,0.0697789633735667,,"0"
"172",Streetcar,Bay Area CA USA,SF Muni,Powell-Hyde Cable Car,"1957",,,existing,This is a cable car service.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Powell-Hyde Cable Car,2.6951108189417,,"0"
"174",Metro,Philadelphia PA USA,SEPTA,Broad Street Line,"1956",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Broad Street Line Olney–Fern Rock,0.900578349445676,,"0"
"175",Metro,Bay Area CA USA,BART,Blue/Green/Orange Lines,"1972",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Downtown Oakland–Bay Fair,18.5016941513479,,"0"
"176",Streetcar,New Orleans LA USA,NORTA,St Charles Line,"1835",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,St Charles Line,11.8953332964845,,"0"
"177",Metro,Bay Area CA USA,BART,Red/Yellow Lines,"1972",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Downtown Oakland junction,0.234470938921567,,"0"
"178",Metro,Chicago IL USA,Chicago Transit Authority,Purple Line,"1908",,,existing,"Portion of line is being reconstructed through RPM project; $2.1 b; to be complete 2025.",http://www.transitchicago.com/rpmproject/,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Purple Line (Evanston Branch),6.07604547853084,,"0"
"179",Metro,Philadelphia PA USA,SEPTA,Broad/Ridge Spur,"1932",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Broad Street Line (Broad/Ridge Spur),1.91274794245878,,"0"
"180",Light Rail,Bay Area CA USA,Santa Clara VTA,Ohlone/Chynoweth-Almaden Line,,,,closed,Spur closed in 2019 due to low ridership.,,at grade,,,"2019",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Ohlone/Chynoweth-Almaden Line,1.89632542955542,,"0"
"181",Light Rail,Pittsburgh PA USA,PAT,Blue Line,"1872",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line,8.1497629584511,,"0"
"182",Light Rail,Bay Area CA USA,SF Muni,J/N,"1980",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,J-Church/N-Judah Lines,0.247645784649396,,"0"
"183",Light Rail,Dallas TX USA,DART,Blue/Red Lines,"1996",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue/Red Lines,13.6905877145985,,"0"
"184",Light Rail,Los Angeles CA USA,LA Metro,A,"2003",,,existing,Previously L Line,,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Gold Line Phase 1 to Pasadena,22.146040087083,,"0"
"185",Metro,Bay Area CA USA,BART,Green/Orange Lines,"1972",,,existing,,,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Bay Fair–Fremont,19.6289373438133,,"0"
"186",Light Rail,Dallas TX USA,DART,Red Line,"1996",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Line,4.25879398064227,,"0"
"187",Light Rail,Baltimore MD USA,MTA,Light RailLink,"1997",,,existing,Part of Baltimore LRT Extensions Program.,,at grade,,,,,106.1,0.8,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Light RailLink (former Yellow Line) to BWI,3.43752507330454,,"0"
"188",Metro,Baltimore MD USA,MTA,Metro SubwayLink,"1995",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Metro SubwayLink,2.12035398118578,,"0"
"189",Streetcar,New Orleans LA USA,NORTA,Riverfront Line,"1988",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Riverfront Line,2.54778393302145,,"0"
"190",Metro,Bay Area CA USA,BART,Orange Line,"1972",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Downtown Oakland junction,0.186416367289818,,"0"
"191",Light Rail,Denver CO USA,Denver RTD,C/D,"2000",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,C/D Lines,14.3108520602215,,"0"
"192",Metro,Washington DC USA,WMATA,Green/Yellow Lines,"1991",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green/Yellow Lines,1.84477981607433,,"0"
"193",Light Rail,New York NY USA,New Jersey Transit,Newark City Subway,"1935",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Newark City Subway,8.15162290428493,,"0"
"196",Streetcar,Memphis TN USA,MATA,Riverfront Loop,"1997",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Riverfront Loop,3.51065417461638,,"0"
"197",Light Rail,Boston MA USA,MBTA,Green Line,"1896",,,existing,Portions of the line opened in 1900,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line-Boston College Branch,6.70978843891161,,"0"
"198",Light Rail,Dallas TX USA,DART,Blue Line,"2001",,,existing,,,"elevated; at grade",,,,1993-09,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line Mockingbird–White Rock,4.865429255489,,"0"
"200",Metro,Miami FL USA,Miami MetroRail,Metrorail,"1984",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Metrorail,24.1213336449977,,"0"
"202",Light Rail,Bay Area CA USA,SF Muni,M,"1925",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,M-Ocean View,5.09934947577022,,"0"
"203",Metro,Chicago IL USA,Chicago Transit Authority,Loop (Brown/Orange/Purple),"1897",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Loop (Brown/Orange/Purple),1.63267587159238,,"0"
"204",Light Rail,Philadelphia PA USA,SEPTA,Route 10/Route 11/Route 13/Route 34/Route 36,"1858",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 10/Route 11/Route 13/Route 34/Route 36,2.84221419544146,,"0"
"205",Light Rail,Philadelphia PA USA,SEPTA,Route 11/Route 13/Route 36,"1858",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 11/Route 13/Route 36,0.200771516617807,,"0"
"206",Light Rail,Philadelphia PA USA,SEPTA,Route 10,"1906",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 10,6.70748183421703,,"0"
"207",Metro,Washington DC USA,WMATA,Red Line,"1984",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Line,22.5916886065211,,"0"
"208",Metro,Bay Area CA USA,BART,Blue/Green/Red/Yellow Lines,"1973",,,existing,,,"subway; highway",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Embarcardero–Daly City,13.3485694319394,,"0"
"209",Light Rail,Bay Area CA USA,SF Muni,L,"1919",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,L-Taraval,4.64223903498475,,"0"
"210",Light Rail,Philadelphia PA USA,SEPTA,Route 13,"1858",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 13,6.62720483235675,,"0"
"211",Light Rail,Bay Area CA USA,SF Muni,K/L/M,"1918",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,"K, L, M Lines",4.76896023618342,,"0"
"212",Streetcar,Bay Area CA USA,SF Muni,California Cable Car,"1878",,,existing,This is a cable car service.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,California Cable Car,2.33380191334921,,"0"
"213",Light Rail,Bay Area CA USA,SF Muni,N,"1928",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,N-Judah,10.3973784359427,,"0"
"214",Light Rail,Portland OR USA,TriMet,MAX Yellow Line,"2004",,,existing,,,at grade,,,,2000-09,350,0.736,"Yonah Freemark; OpenStreetMap contributors","0",USA,,MAX Yellow Line (Interstate MAX),9.2667830193138,,"0"
"215",Metro,Chicago IL USA,Chicago Transit Authority,Blue Line,"1951",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Dearborn Subway (Blue),5.79930578768571,,"0"
"216",Metro,Chicago IL USA,Chicago Transit Authority,Green/Pink Lines,"1893",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Lake Street Elevated (Green/Pink),2.93777112967355,,"0"
"217",Streetcar,Memphis TN USA,MATA,Main Street Trolley,"1993",,,existing,,,at grade,1991-1993,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Main Street Trolley,3.00027258270854,,"0"
"218",Light Metro,Miami FL USA,Miami Metromover,Brickell Loop,"1994",,,existing,,,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Brickell Loop,1.82270488660109,,"0"
"219",Metro,Washington DC USA,WMATA,Blue/Orange/Silver Lines,"1977",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue/Orange/Silver Lines,10.5916514807388,,"0"
"220",Light Rail,Buffalo NY USA,NFTA,Metro Rail,"1986",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Metro Rail Amherst St–University,2.17088063673248,,"0"
"221",Light Rail,Philadelphia PA USA,SEPTA,Route 11/Route 13/Route 34/Route 36,"1858",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 11/Route 13/Route 34/Route 36,1.23657185368236,,"0"
"222",Metro,Bay Area CA USA,BART,Blue Line,"1997",,,existing,,,highway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Bay Fair–Dublin/Pleasanton,20.3838224871525,,"0"
"223",Light Rail,Pittsburgh PA USA,PAT,Blue Line,"1872",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line,8.0249120433082,,"0"
"224",Metro,Atlanta GA USA,MARTA,Blue/Green Lines,"1979",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,East Line Five Points/Avondale,11.5902011855211,,"0"
"225",Light Rail,Bay Area CA USA,SF Muni,J,"1917",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,J-Church,6.5967673260529,,"0"
"227",Light Rail,Philadelphia PA USA,SEPTA,Media Line (Route 101),"1906",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Media Line (Route 101),10.4250088641668,,"0"
"228",Metro,Boston MA USA,MBTA,Blue Line,"1916",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Bowdoin Extension,0.459327236498295,,"0"
"230",Metro,Philadelphia PA USA,PATCO,Speedline,"1969",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Speedline,22.9729577870104,,"0"
"231",Light Rail,Cleveland OH USA,Cleveland RTA,Blue Line,"1920",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line,5.23374360037223,,"0"
"232",Metro,Chicago IL USA,Chicago Transit Authority,Loop (Green/Orange/Brown/Purple),"1895",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Loop (Green/Orange/Brown/Purple),0.252231841866059,,"0"
"233",Light Metro,Miami FL USA,Miami Metromover,Brickell/Downtown/Omni Loops,"1986",,,existing,,,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Brickell/Downtown/Omni Loops,2.63909559195309,,"0"
"234",Light Rail,Pittsburgh PA USA,PAT,Blue/Red Lines,"1872",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue/Red Lines,0.242431152783899,,"0"
"235",Metro,Atlanta GA USA,MARTA,Gold/Red Lines,"1981",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,South Line Five Points-Garnett,0.787576807198831,,"0"
"236",Light Rail,Charlotte NC USA,CATS,Lynx Blue Line,"2007",463,,existing,,,at grade,,,,2005-05,426.9,0.452,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Lynx Blue Line,15.1154392701511,,"0"
"237",Metro,Chicago IL USA,Chicago Transit Authority,Purple/Red Lines,"1900",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Side Main Line (Purple/Red),2.95549674783739,,"0"
"238",Light Rail,Seattle WA USA,Sound Transit,Link Line 1,"2009",,,existing,,,"subway; elevated; at grade",,,,2003-10,2436.9,0.205,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Central Link Phase 1,24.6442008944871,,"0"
"239",Light Rail,Boston MA USA,MBTA,Red Line,"1929",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Line-Mattapan/Ashmont Branch,4.22263138238001,,"0"
"240",Light Rail,St. Louis MO USA,St. Louis Metrolink,Red Line,"1994",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Metrolink Lambert Airport Extension,4.94983805261991,,"0"
"241",Metro,Chicago IL USA,Chicago Transit Authority,Purple/Yellow Lines,"1908",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Purple/Yellow Lines,0.293101155744448,,"0"
"244",Light Metro,Miami FL USA,Miami Metromover,Brickell/Omni Loops,"1986",,,existing,,,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Brickell/Omni Loops,0.529288850270093,,"0"
"246",Light Rail,New York NY USA,New Jersey Transit,Hudson-Bergen Light Rail,"2000",992,,existing,Portion to Hoboken Terminal opened in 2002.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Hudson-Bergen Light Rail MOS-1,14.3432390957364,,"0"
"247",Light Rail,Los Angeles CA USA,LA Metro,C,"1995",,,existing,,,"elevated; at grade",1987-1995,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,C Line (Green),31.914511535744,,"0"
"249",Light Rail,Bay Area CA USA,SF Muni,K,"1918",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,K-Ingleside,3.13126499028509,,"0"
"250",Metro,Cleveland OH USA,Cleveland RTA,Red Line,"1955",,,existing,,,"subway; elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Line West 117th-Madison–Windermere,8.83770542804196,,"0"
"251",Metro,Bay Area CA USA,BART,Yellow Line,"1973",,,existing,,,"elevated; highway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Orinda–Concord,20.9304188785072,,"0"
"253",Metro,Chicago IL USA,Chicago Transit Authority,Blue Line,"1895",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue Line (O'Hare Branch),4.26331414447713,,"0"
"254",Metro,Chicago IL USA,Chicago Transit Authority,Red Line,"1943",,,existing,,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,State Street Subway (Red),6.76302969538533,,"0"
"255",Light Rail,Boston MA USA,MBTA,Green Line,"1897",,,closed,Replaced by new alignment.,,"subway; elevated",,,"2022",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line (old Lechmere),0.245386398600686,,"0"
"256",Light Rail,Bay Area CA USA,SF Muni,K/M,"1918",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,K-Ingleside/M-Ocean View,0.848292195225612,,"0"
"257",Metro,Chicago IL USA,Chicago Transit Authority,Brown/Purple/Red Lines,"1900",,,existing,,,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Side Main Line (Brown/Purple/Red),2.73750028089293,,"0"
"258",Light Rail,Philadelphia PA USA,SEPTA,Norristown Line (Route 100),"1907",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Norristown Line (Route 100),21.4843118016303,,"0"
"259",Light Rail,Boston MA USA,MBTA,Green Line,"1894",,,existing,Huntington subway opened in 1941.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line-Arborway Branch,4.09581538223102,,"0"
"260",Light Rail,Philadelphia PA USA,SEPTA,Route 11,"1858",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 11,5.337688887487,,"0"
"261",Light Rail,Los Angeles CA USA,LA Metro,A,"1990",,,existing,,,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,A Line (Blue),35.6680263345538,,"0"
"262",Light Rail,Salt Lake UT USA,UTA,Red Line,"2003",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,TRAX East/West University Second Phase,2.62697914255664,,"0"
"265",Light Rail,Philadelphia PA USA,SEPTA,Route 11/Route 36,"1858",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Route 11/Route 36,1.0712516215794,,"0"
"266",Light Rail,Boston MA USA,MBTA,Green Line,"1848",,,existing,Previously commuter rail. Converted to light rail in 1959.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line-Riverside Branch,15.084429266091,,"0"
"267",Light Rail,San Diego CA USA,San Diego MTS,Blue/Orange/Silver Lines,"1981",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Blue/Orange/Silver Lines Courthouse–12th/Imperial,2.45418493663605,,"0"
"269",Metro,Bay Area CA USA,BART,Red/Yellow Lines,"1996",,,existing,,,highway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART Daly City-Colma,2.34010364985945,,"0"
"270",Metro,Bay Area CA USA,BART,Yellow Line,"1996",,,existing,,,"highway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART North Concord–Pittsburg/Bay Point,8.17318853896729,,"0"
"271",Light Metro,Miami FL USA,Miami Metromover,Omni Loop,"1994",,,existing,,,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Omni Loop,2.49149593183371,,"0"
"272",Metro,Chicago IL USA,Chicago Transit Authority,Orange Line,"1993",,,existing,,,"elevated; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Orange Line,14.6895851073589,,"0"
"273",Streetcar,Dallas TX USA,McKinney Ave Transit,M-Line,"1989",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,M-Line,6.20353179587629,,"0"
"274",Metro,Bay Area CA USA,BART,Yellow Line,"1973",,,existing,,,"subway; highway",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BART MacArthur–Orinda,9.26588190378215,,"0"
"275",Streetcar,Charlotte NC USA,CATS,CityLynx Gold Line,"2015",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,CityLynx Gold Line,2.08944024172989,,"0"
"276",Arterial Rapid Transit,Orlando FL USA,LYNX,Lymmo Grapefruit Line,"2014",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,Not BRT,Lymmo Grapefruit Line,5.6618140665883,,"0"
"277",Arterial Rapid Transit,Orlando FL USA,LYNX,Lymmo Orange Line,"1997",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,Not BRT,Lymmo Orange Line,4.9358177155542,,"0"
"280",Bus Rapid Transit,Ottawa ON CAN,OC Transpo,Transitway,"2011",,,existing,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,Bronze (64),Transitway,3.94459669414366,,"0"
"281",Bus Rapid Transit,Ottawa ON CAN,OC Transpo,Transitway,"1995",,,existing,Year open is estimated,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,Bronze (64),Transitway,7.32409784998729,,"0"
"282",Metro,Chicago IL USA,Chicago Transit Authority,Pink Line,"2006",,,existing,"Originally opened in 1896, closed for a period; Pink was previously a Blue Line branch.",,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Paulina Connector (Pink),1.18169509213596,,"0"
